EmpID,BiasInfluentialFactor,FitmentPercent
8774,YearsOfExperince,83.943985
15170,DegreeBranch,74.00514
11319,Gender,78.557495
16453,CurrentCompanyType,53.71918
5599,CurrentCompanyType,86.60522
5295,EmpScore,54.136772
12453,DegreeBranch,90.434875
12949,DegreeBranch,73.65083
20354,Ethinicity,80.742096
7924,Gender,76.931854
3651,Gender,74.236595
17457,CurrentCompanyType,87.34764
5015,CurrentCompanyType,56.439396
8407,DegreeBranch,81.19406
18105,DegreeBranch,77.69816
21901,Gender,76.14653
13203,CurrentCompanyType,52.845615
10063,Gender,73.70401
16904,Gender,83.87052
21494,DegreeBranch,89.24215
15268,Gender,85.39377
9430,DegreeBranch,79.00996
3109,DegreeBranch,80.09039
19667,Gender,77.95386
7753,Gender,78.756805
2958,YearsOfExperince,82.85676
15525,Gender,76.35043
11884,HighestDegree,87.507805
3978,Ethinicity,77.82049
7110,DegreeBranch,46.73225
14118,CurrentCompanyType,58.955612
2321,Gender,76.17447
18823,CurrentCompanyType,54.773075
10593,MartialStatus,83.861046
13768,MartialStatus,88.20927
8172,DegreeBranch,84.285164
2077,EmpScore,80.19893
2442,DegreeBranch,83.064125
8203,Gender,80.35625
8009,YearsOfExperince,79.38588
11284,DegreeBranch,89.38842
5504,Gender,81.72381
18634,DegreeBranch,90.807304
10985,DegreeBranch,75.30577
10311,Gender,74.07449
11860,DegreeBranch,83.462585
16069,CurrentCompanyType,53.27929
3235,CurrentCompanyType,59.62433
17901,DegreeBranch,76.38316
24315,Ethinicity,80.97001
19623,CurrentCompanyType,55.302177
4056,CurrentCompanyType,54.45919
14107,EmpScore,89.10797
19859,YearsOfExperince,85.13461
19001,CurrentCompanyType,66.352135
19983,Ethinicity,79.56928
5999,LatestDegreeCGPA,55.495766
8402,Gender,79.27095
22807,MartialStatus,78.76984
17833,CurrentCompanyType,91.033005
5013,CurrentCompanyType,47.927696
20052,Gender,78.54617
12188,Ethinicity,76.00831
10363,YearsOfExperince,82.747475
24052,YearsOfExperince,83.33448
17273,Gender,77.24628
22651,DegreeBranch,52.789963
6726,CurrentCompanyType,43.47547
16473,DegreeBranch,81.4747
15222,Gender,81.87193
4265,EmpScore,87.03348
7850,DegreeBranch,91.037964
21134,LatestDegreeCGPA,56.819294
13300,EmpScore,58.441936
4628,DegreeBranch,77.34104
7412,Gender,78.48491
17728,Gender,79.90618
18725,YearsOfExperince,78.88577
19217,Ethinicity,81.988594
6170,Gender,73.00784
19257,Gender,77.725204
4980,CurrentCompanyType,57.14695
9052,DegreeBranch,91.948265
15550,DegreeBranch,90.226074
4492,Ethinicity,79.78522
12326,YearsOfExperince,72.82223
9675,DegreeBranch,79.036934
22811,YearsOfExperince,78.52418
14194,EmpScore,73.1653
11520,DegreeBranch,81.320465
10755,YearsOfExperince,80.11081
8369,DegreeBranch,92.32858
12766,YearsOfExperince,90.91153
7785,LatestDegreeCGPA,54.243153
7428,CurrentCompanyType,53.037933
11606,DegreeBranch,78.93836
22155,YearsOfExperince,90.21028
18386,Gender,77.56547
17554,Gender,77.50842
12745,EmpScore,95.132996
8673,Gender,80.60265
10774,DegreeBranch,89.63545
18016,CurrentCompanyType,60.987045
10509,CurrentCompanyType,92.66608
8923,DegreeBranch,86.23152
4537,Gender,79.84237
14132,CurrentCompanyType,57.246933
5809,Ethinicity,81.64849
23567,CurrentCompanyType,52.891148
11330,Ethinicity,88.77083
14518,Gender,75.81692
10929,HighestDegree,86.319725
15145,CurrentCompanyType,54.767033
22372,YearsOfExperince,92.19467
13673,CurrentCompanyType,57.768044
9062,EmpScore,90.96725
23282,CurrentCompanyType,58.812305
3718,Gender,85.560905
20711,DegreeBranch,80.98694
20766,Gender,74.52045
5534,CurrentCompanyType,48.33521
5053,CurrentCompanyType,50.732983
7530,CurrentCompanyType,57.783592
15952,CurrentCompanyType,54.921745
22196,Ethinicity,79.6169
24379,MartialStatus,80.67566
21184,DegreeBranch,82.16506
20632,EmpScore,41.366203
15166,DegreeBranch,86.69193
20686,Gender,79.649765
16530,YearsOfExperince,77.44414
13227,EmpScore,90.77172
13649,CurrentCompanyType,55.52687
2233,LatestDegreeCGPA,54.950615
16100,DegreeBranch,88.33915
2236,DegreeBranch,80.98246
21657,YearsOfExperince,78.670166
16992,Gender,78.32608
12752,Ethinicity,79.85418
16034,Gender,82.34357
14640,LatestDegreeCGPA,53.865456
19315,CurrentCompanyType,92.63979
14835,DegreeBranch,83.973366
17164,MartialStatus,81.85394
8821,DegreeBranch,82.114265
8100,Gender,86.312096
21353,Gender,87.19285
19310,Gender,80.02268
23984,DegreeBranch,89.173965
5145,Ethinicity,86.8606
18781,CurrentCompanyType,56.44832
5154,Ethinicity,82.59656
17658,Gender,88.318665
2151,CurrentCompanyType,89.11244
19685,YearsOfExperince,85.08544
13992,DegreeBranch,90.43351
11231,LatestDegreeCGPA,57.229515
22262,Gender,83.88468
18790,CurrentCompanyType,54.800743
12285,Gender,81.64501
6584,DegreeBranch,82.33268
22391,CurrentCompanyType,53.02025
11309,Ethinicity,71.89967
18602,CurrentCompanyType,49.53486
20449,YearsOfExperince,94.3682
18402,DegreeBranch,88.6253
17302,YearsOfExperince,86.87535
22628,Gender,80.68329
6435,DegreeBranch,79.616234
3293,HighestDegree,84.43547
10515,YearsOfExperince,80.21464
2289,CurrentCompanyType,51.49765
9846,CurrentCompanyType,52.42616
14182,Gender,80.70614
5563,HighestDegree,79.99503
12324,Gender,78.95523
12370,DegreeBranch,74.87733
12593,Gender,78.15197
23192,MartialStatus,83.24588
19616,DegreeBranch,88.870346
6354,MartialStatus,83.82803
7231,Gender,80.88898
11787,CurrentCompanyType,52.99175
14580,YearsOfExperince,78.77878
13498,YearsOfExperince,85.66831
8815,CurrentCompanyType,50.06694
6389,DegreeBranch,90.47972
4573,DegreeBranch,74.28427
23076,DegreeBranch,81.649185
17603,Gender,84.86755
20009,Ethinicity,75.419075
9012,CurrentCompanyType,53.804184
10729,Gender,82.11133
12390,CurrentCompanyType,54.045887
23235,YearsOfExperince,81.1661
19920,Gender,81.823715
15263,Gender,83.24925
18719,Gender,81.20414
12540,CurrentCompanyType,56.866516
17194,DegreeBranch,76.809906
10568,Gender,75.31564
14109,Gender,80.67106
2439,DegreeBranch,79.47693
19838,Ethinicity,84.96725
24179,YearsOfExperince,78.733475
3350,CurrentCompanyType,52.30548
12420,Gender,79.36537
14651,YearsOfExperince,76.42053
3923,YearsOfExperince,80.60834
11345,CurrentCompanyType,61.73118
12375,YearsOfExperince,81.539734
15915,CurrentCompanyType,51.07386
5219,Gender,75.88309
10723,EmpScore,83.05689
8514,Gender,74.31791
14472,DegreeBranch,77.97773
11267,DegreeBranch,76.0331
20122,CurrentCompanyType,53.36248
5590,EmpScore,80.59338
23955,YearsOfExperince,78.643936
20018,Gender,80.72016
18324,Gender,80.41459
4864,Gender,80.59273
2285,YearsOfExperince,78.17119
6543,YearsOfExperince,81.57877
10824,DegreeBranch,85.411125
12242,CurrentCompanyType,48.902622
11435,CurrentCompanyType,49.37757
12158,DegreeBranch,78.331055
22367,Gender,78.77209
9819,YearsOfExperince,88.605316
8862,Gender,81.16051
11639,YearsOfExperince,78.330925
6155,CurrentCompanyType,55.991505
9336,LatestDegreeCGPA,61.79691
18185,Gender,81.906876
10400,DegreeBranch,79.59155
6113,DegreeBranch,83.87006
11971,CurrentCompanyType,58.854416
15894,Gender,78.75271
6824,DegreeBranch,79.93883
18284,YearsOfExperince,75.94174
14237,MartialStatus,75.04775
18894,EmpScore,76.29965
17849,CurrentCompanyType,52.758602
11149,DegreeBranch,91.57885
6551,MartialStatus,83.13915
5967,Gender,79.55335
13813,DegreeBranch,76.53737
9970,DegreeBranch,77.91292
4760,YearsOfExperince,61.045235
9629,Gender,74.59919
19186,Ethinicity,79.96317
2309,CurrentCompanyType,78.0515
14595,CurrentCompanyType,52.71521
23533,Gender,86.20642
22697,Gender,82.26495
20713,Gender,74.3054
10902,DegreeBranch,77.27629
22201,MartialStatus,80.3976
11817,Gender,78.413895
10832,Gender,77.77767
3772,Gender,72.650955
4234,CurrentCompanyType,54.578625
4952,EmpScore,84.21648
17214,DegreeBranch,74.49837
20092,Gender,81.70166
2189,MartialStatus,81.11552
21946,YearsOfExperince,81.0665
8273,YearsOfExperince,80.98138
17620,EmpScore,88.16304
2683,Gender,73.38728
23694,YearsOfExperince,89.043495
19210,DegreeBranch,79.61078
4318,Gender,81.30171
20128,DegreeBranch,89.386024
17241,DegreeBranch,79.31778
8157,Gender,77.65872
5915,YearsOfExperince,79.25559
22024,YearsOfExperince,85.85147
18656,Gender,87.610794
21705,Gender,84.20484
7927,YearsOfExperince,82.38124
5952,CurrentCompanyType,56.48857
15441,LatestDegreeCGPA,47.971336
7768,YearsOfExperince,72.04585
17671,CurrentCompanyType,54.0044
6561,LatestDegreeCGPA,54.831066
4895,CurrentCompanyType,54.456337
7078,DegreeBranch,83.0322
7262,HighestDegree,83.561226
5835,YearsOfExperince,82.64969
12954,CurrentCompanyType,58.12278
19716,HighestDegree,91.1219
22353,YearsOfExperince,78.98291
7354,YearsOfExperince,88.17877
2474,Gender,77.47961
6050,Gender,83.84278
16516,DegreeBranch,77.18536
21129,Gender,80.47899
3664,HighestDegree,89.5245
8997,CurrentCompanyType,55.64188
13691,Gender,81.29856
18200,HighestDegree,82.12928
9681,CurrentCompanyType,53.015522
14197,HighestDegree,77.82093
20575,DegreeBranch,93.66674
3513,DegreeBranch,92.41386
9334,DegreeBranch,79.62568
15293,Gender,80.08949
18189,HighestDegree,78.864044
18256,DegreeBranch,79.47955
24154,EmpScore,94.827545
14245,EmpScore,85.12529
20367,HighestDegree,87.47646
23466,EmpScore,81.07366
3116,Ethinicity,79.92911
17568,Gender,78.382095
22730,Ethinicity,84.5373
15637,CurrentCompanyType,57.80856
4819,DegreeBranch,83.33505
14531,CurrentCompanyType,53.62765
17920,Ethinicity,70.31971
13373,Gender,79.68992
20024,HighestDegree,88.615
12741,Ethinicity,71.74524
14286,EmpScore,76.18032
13446,Gender,79.0137
19905,CurrentCompanyType,56.103683
4813,CurrentCompanyType,53.477955
7334,Gender,81.99212
10608,Gender,78.54663
8798,CurrentCompanyType,51.717884
11837,Gender,71.67523
20075,CurrentCompanyType,91.89229
15851,YearsOfExperince,75.29016
4317,MartialStatus,81.601425
2234,CurrentCompanyType,51.62307
2027,CurrentCompanyType,53.629868
2371,DegreeBranch,90.39948
4403,Gender,82.67055
12890,DegreeBranch,92.773575
14160,Gender,79.15634
2947,DegreeBranch,82.59333
23971,Gender,80.90374
2677,HighestDegree,81.704285
2047,DegreeBranch,85.7786
2917,DegreeBranch,91.44371
5627,YearsOfExperince,79.73394
14167,YearsOfExperince,87.47079
21346,DegreeBranch,83.4073
21351,Gender,80.566315
24076,EmpScore,84.56097
12327,EmpScore,77.35039
3845,DegreeBranch,81.70287
2495,DegreeBranch,92.782906
4060,CurrentCompanyType,55.719498
10323,Ethinicity,80.409294
24319,EmpScore,73.72395
12831,YearsOfExperince,80.75221
4714,CurrentCompanyType,48.741356
11578,Gender,75.6561
10585,DegreeBranch,80.09643
7053,DegreeBranch,88.639305
7127,DegreeBranch,90.09776
7849,Gender,77.45651
5012,HighestDegree,94.719086
6255,CurrentCompanyType,55.38995
8093,EmpScore,91.13678
12883,Gender,77.883766
2973,Ethinicity,77.88786
4863,CurrentCompanyType,52.50658
15068,CurrentCompanyType,56.221584
19333,Gender,72.19916
12959,DegreeBranch,91.99416
8013,DegreeBranch,78.26248
3090,Gender,82.642265
24196,YearsOfExperince,77.63399
11844,LatestDegreeCGPA,42.3506
24121,EmpScore,80.51078
12264,CurrentCompanyType,56.264282
22768,DegreeBranch,89.351326
15229,DegreeBranch,89.717064
2855,CurrentCompanyType,51.73583
6774,Gender,85.761375
14316,CurrentCompanyType,54.302784
20320,Gender,77.2551
13339,CurrentCompanyType,92.183716
22356,DegreeBranch,79.64262
9162,CurrentCompanyType,52.225685
14101,YearsOfExperince,76.996666
22792,Gender,75.65282
3037,Gender,79.97582
7600,YearsOfExperince,81.19433
6250,Ethinicity,82.229324
15375,MartialStatus,81.79333
13244,DegreeBranch,90.01948
10830,HighestDegree,80.69947
12263,CurrentCompanyType,56.158348
10448,CurrentCompanyType,73.87462
9195,DegreeBranch,89.94018
22389,Gender,77.44481
19529,MartialStatus,79.73158
10175,Gender,78.45063
21677,YearsOfExperince,80.89868
23240,YearsOfExperince,83.76904
11794,Gender,78.75149
14825,Gender,80.04314
23041,CurrentCompanyType,53.489662
18457,CurrentCompanyType,45.079136
16536,Gender,81.568146
12728,HighestDegree,83.253876
11623,CurrentCompanyType,57.285843
6013,HighestDegree,88.32101
19886,LatestDegreeCGPA,56.22223
3326,EmpScore,90.539055
22193,DegreeBranch,83.98669
3940,Gender,85.89891
20846,LatestDegreeCGPA,56.435688
5757,Gender,79.03988
8725,Gender,80.84739
21001,LatestDegreeCGPA,52.5817
3543,CurrentCompanyType,56.172665
20994,Gender,83.602104
9961,YearsOfExperince,78.784836
9015,CurrentCompanyType,44.720226
19888,EmpScore,83.60262
11297,HighestDegree,86.99765
18722,EmpScore,88.64858
17786,YearsOfExperince,82.01153
9543,Gender,71.684006
12085,LatestDegreeCGPA,51.936714
15556,DegreeBranch,50.189682
9014,CurrentCompanyType,47.987907
10284,YearsOfExperince,79.879906
12598,Ethinicity,88.78941
10698,EmpScore,75.90796
21223,DegreeBranch,79.99182
9310,DegreeBranch,84.78989
9230,DegreeBranch,88.83049
13338,Gender,79.72848
16149,MartialStatus,78.97408
16813,Gender,81.3116
3038,Gender,85.387535
3158,Gender,81.44187
22849,YearsOfExperince,74.98006
16732,CurrentCompanyType,62.375988
19579,DegreeBranch,81.933784
18917,CurrentCompanyType,53.635605
22229,DegreeBranch,54.02499
19116,MartialStatus,82.09817
14984,CurrentCompanyType,56.580822
21140,CurrentCompanyType,58.09483
3305,CurrentCompanyType,92.64188
12994,Gender,81.88321
6125,LatestDegreeCGPA,52.908188
18637,LatestDegreeCGPA,56.721493
22541,DegreeBranch,83.88623
17912,DegreeBranch,82.06826
11803,Gender,85.95326
16355,EmpScore,76.39729
4235,CurrentCompanyType,56.537247
18004,DegreeBranch,84.10745
20056,HighestDegree,78.40765
2023,LatestDegreeCGPA,55.912792
21734,Ethinicity,92.52397
9885,DegreeBranch,95.90822
10483,EmpScore,82.17667
16641,CurrentCompanyType,51.615158
21780,DegreeBranch,88.26362
6136,DegreeBranch,75.764725
12401,CurrentCompanyType,51.420376
17014,Gender,81.616425
24087,CurrentCompanyType,51.966747
10133,DegreeBranch,94.89617
6723,YearsOfExperince,87.049446
8045,Gender,79.02274
16542,YearsOfExperince,83.02849
23321,DegreeBranch,94.498375
13825,HighestDegree,82.26158
15923,Gender,75.95784
21526,CurrentCompanyType,55.706795
11523,Gender,82.6781
6381,DegreeBranch,92.01631
9673,YearsOfExperince,81.85381
18626,Gender,76.92883
18653,EmpScore,75.47014
23682,Gender,79.22439
13630,YearsOfExperince,82.4708
17039,Gender,80.12278
22274,YearsOfExperince,81.30921
2306,DegreeBranch,75.58043
6653,DegreeBranch,90.282936
19120,EmpScore,79.37166
19554,MartialStatus,83.03876
14270,Gender,84.29272
18560,DegreeBranch,79.13045
17438,HighestDegree,83.118256
21362,CurrentCompanyType,58.190777
2129,Ethinicity,82.48982
17348,DegreeBranch,82.593636
4218,CurrentCompanyType,53.643154
2849,DegreeBranch,79.177574
21933,DegreeBranch,73.45163
15580,LatestDegreeCGPA,54.564663
20529,DegreeBranch,79.05265
17691,DegreeBranch,80.02365
3981,EmpScore,78.3821
14265,CurrentCompanyType,56.41915
3358,DegreeBranch,81.363495
2800,EmpScore,91.168465
7450,HighestDegree,81.47426
18452,Gender,79.83832
18591,CurrentCompanyType,57.60765
2799,DegreeBranch,90.479904
15693,Gender,73.85575
22366,Gender,80.1367
11266,DegreeBranch,83.53485
4701,Gender,83.82931
4465,Gender,79.796
11969,Gender,79.02602
21882,YearsOfExperince,76.844666
21054,CurrentCompanyType,53.1951
4460,Gender,74.376816
7407,YearsOfExperince,92.11264
8030,DegreeBranch,87.88087
11046,Gender,75.62372
19729,Gender,75.79925
5636,HighestDegree,91.179375
6671,Ethinicity,84.36068
16202,CurrentCompanyType,56.23348
7043,Gender,79.40034
10942,DegreeBranch,86.45542
14287,YearsOfExperince,76.59431
15798,Gender,77.717636
20043,YearsOfExperince,81.51476
23193,Ethinicity,83.6965
20853,LatestDegreeCGPA,49.30973
8822,Gender,83.55552
16889,HighestDegree,81.57361
20928,DegreeBranch,76.30316
20402,Gender,81.52381
14144,CurrentCompanyType,66.21788
3688,DegreeBranch,92.19626
23797,YearsOfExperince,83.19978
16515,DegreeBranch,94.62297
8662,CurrentCompanyType,58.036594
16388,DegreeBranch,83.33991
18546,YearsOfExperince,75.94025
11979,DegreeBranch,89.344345
4834,CurrentCompanyType,53.201202
17427,CurrentCompanyType,49.19054
22803,YearsOfExperince,88.66175
17952,MartialStatus,82.30857
17885,HighestDegree,95.74646
10017,CurrentCompanyType,60.30287
3278,CurrentCompanyType,52.795635
20904,Gender,73.70352
12711,CurrentCompanyType,49.495605
10686,CurrentCompanyType,55.930992
12917,EmpScore,77.27911
4741,DegreeBranch,79.00108
13839,Gender,84.46501
21465,LatestDegreeCGPA,54.880905
4590,CurrentCompanyType,59.788216
22724,CurrentCompanyType,53.92523
8854,CurrentCompanyType,55.706493
9435,MartialStatus,77.74218
19503,CurrentCompanyType,57.35456
3230,EmpScore,84.68313
8877,CurrentCompanyType,87.49905
4246,DegreeBranch,73.16764
16897,HighestDegree,79.73902
7773,Gender,76.11941
14075,DegreeBranch,79.77749
4359,DegreeBranch,79.777855
21289,DegreeBranch,80.61367
18186,LatestDegreeCGPA,48.95914
3991,CurrentCompanyType,57.954712
22537,YearsOfExperince,76.04171
2124,Gender,77.34357
18692,CurrentCompanyType,54.492077
16570,CurrentCompanyType,59.95821
18239,MartialStatus,85.66258
6771,Gender,78.44939
23673,EmpScore,83.27019
10742,Gender,80.60308
21753,YearsOfExperince,77.11861
19431,Gender,77.96462
4224,Gender,82.73911
12983,Gender,78.13158
5454,Ethinicity,80.00206
8722,DegreeBranch,88.598015
12803,Ethinicity,79.205185
12536,YearsOfExperince,77.49387
16422,Gender,82.80461
15645,Gender,81.47368
3013,CurrentCompanyType,54.840218
11044,CurrentCompanyType,55.68151
9410,Gender,78.047455
9813,Gender,83.28922
10165,MartialStatus,82.53741
7505,YearsOfExperince,77.7897
17149,DegreeBranch,82.912025
15413,YearsOfExperince,76.26177
23114,MartialStatus,84.068474
14176,CurrentCompanyType,92.20736
21823,DegreeBranch,80.7965
10343,DegreeBranch,79.49816
5560,HighestDegree,87.1852
6270,Ethinicity,79.408356
7671,Gender,82.04485
7005,DegreeBranch,92.33282
19009,CurrentCompanyType,57.694157
3626,DegreeBranch,82.7574
17003,Ethinicity,79.16613
2057,Ethinicity,80.69804
13919,Gender,81.27185
24077,YearsOfExperince,82.61457
9766,YearsOfExperince,78.93589
15453,EmpScore,89.078674
23010,Gender,76.1283
14090,Gender,89.62323
4809,DegreeBranch,78.85528
13269,CurrentCompanyType,50.769833
4752,CurrentCompanyType,53.967316
20417,CurrentCompanyType,51.23183
13672,CurrentCompanyType,54.655422
23805,Gender,80.7062
18173,DegreeBranch,50.334885
22094,Gender,77.315216
22250,CurrentCompanyType,51.934402
16288,Gender,79.492386
19045,Ethinicity,87.04459
16522,DegreeBranch,91.113235
4116,HighestDegree,82.96172
6539,YearsOfExperince,81.77344
3379,Gender,74.1051
5059,YearsOfExperince,82.86111
8860,CurrentCompanyType,59.618286
21208,Gender,79.08387
8853,LatestDegreeCGPA,54.53026
3810,CurrentCompanyType,51.065792
14288,HighestDegree,87.71393
16412,CurrentCompanyType,55.990852
12951,HighestDegree,79.396645
10350,DegreeBranch,80.94881
12901,Gender,77.75681
5620,CurrentCompanyType,53.322792
4915,CurrentCompanyType,59.722866
12290,DegreeBranch,91.33245
2302,DegreeBranch,71.98788
18065,YearsOfExperince,87.06406
11855,DegreeBranch,80.85499
3827,DegreeBranch,79.062706
6306,Ethinicity,79.63546
23576,CurrentCompanyType,58.75395
12006,MartialStatus,82.10221
10847,DegreeBranch,80.5895
8140,Gender,86.56029
13901,Gender,79.278244
5783,DegreeBranch,80.12231
21014,Gender,77.21976
22644,Gender,74.29107
5984,CurrentCompanyType,54.859875
23877,CurrentCompanyType,54.627884
2840,Gender,70.62519
10192,DegreeBranch,88.31909
23914,MartialStatus,84.05187
22524,Gender,77.82119
2771,HighestDegree,91.082985
17692,Ethinicity,82.35304
10650,Gender,83.25376
9755,DegreeBranch,81.989334
13389,DegreeBranch,88.97981
22119,DegreeBranch,79.593216
7542,EmpScore,87.36212
10044,CurrentCompanyType,53.666183
6855,DegreeBranch,81.65472
23779,Gender,79.51753
13008,Gender,79.20913
21120,Gender,81.48845
11242,Ethinicity,87.43132
13650,DegreeBranch,93.76368
8267,CurrentCompanyType,49.57576
21477,DegreeBranch,79.542015
16264,DegreeBranch,76.643486
19594,EmpScore,90.675995
22269,YearsOfExperince,92.68417
13198,YearsOfExperince,83.98271
24168,Gender,78.14229
20014,DegreeBranch,55.85478
15728,MartialStatus,79.66164
14544,YearsOfExperince,76.74631
22947,Gender,80.34908
19954,EmpScore,90.157166
2152,DegreeBranch,86.80471
21219,YearsOfExperince,78.27907
8971,Gender,81.54818
20877,MartialStatus,71.45103
8269,Gender,88.333824
15270,DegreeBranch,78.667145
23418,EmpScore,52.318005
5493,Gender,83.357956
21338,Gender,80.12602
5445,DegreeBranch,81.06928
5459,Gender,78.3967
20868,Gender,78.98051
8867,EmpScore,76.28757
16546,CurrentCompanyType,51.732395
15083,Gender,79.95634
12805,DegreeBranch,80.31288
5617,Gender,81.44532
16201,CurrentCompanyType,55.820187
13821,DegreeBranch,97.44524
16102,DegreeBranch,79.457726
8084,Gender,83.94798
18524,CurrentCompanyType,52.65681
15480,DegreeBranch,81.636444
15180,YearsOfExperince,73.41657
17962,HighestDegree,80.04209
18642,HighestDegree,76.842766
4781,EmpScore,48.428093
22319,LatestDegreeCGPA,56.895195
23603,Gender,82.54961
18750,EmpScore,85.97667
8473,CurrentCompanyType,54.5063
22695,MartialStatus,84.90253
19831,DegreeBranch,48.65378
6237,Ethinicity,78.19851
18730,DegreeBranch,91.88642
22181,CurrentCompanyType,54.23243
21731,EmpScore,88.50168
8060,YearsOfExperince,73.78734
19420,Gender,79.093094
17824,YearsOfExperince,90.53608
7161,DegreeBranch,82.28611
7844,HighestDegree,87.9775
21645,YearsOfExperince,80.10509
20063,Gender,80.44982
23402,CurrentCompanyType,54.360428
5700,Gender,78.57881
19467,EmpScore,88.22453
18261,DegreeBranch,81.80525
19472,DegreeBranch,83.05018
8964,CurrentCompanyType,49.308636
23851,Gender,76.54245
20502,CurrentCompanyType,56.443527
9710,DegreeBranch,77.48906
22375,CurrentCompanyType,57.384125
5593,CurrentCompanyType,53.106503
7525,HighestDegree,80.159454
12353,CurrentCompanyType,51.914925
13150,HighestDegree,80.52494
7446,YearsOfExperince,84.66292
16239,CurrentCompanyType,52.717968
3429,CurrentCompanyType,58.998627
22252,DegreeBranch,75.4184
5529,Gender,76.25511
8650,DegreeBranch,78.56051
10382,DegreeBranch,82.047615
16109,CurrentCompanyType,60.078526
22239,DegreeBranch,90.105034
13918,EmpScore,87.24638
7346,EmpScore,77.5532
22164,CurrentCompanyType,53.24463
10995,YearsOfExperince,82.047035
20331,CurrentCompanyType,55.14911
17053,YearsOfExperince,76.12624
3468,YearsOfExperince,75.64703
4307,HighestDegree,81.0197
16145,YearsOfExperince,84.16299
15039,CurrentCompanyType,50.849915
11679,Gender,83.44925
21688,Gender,82.41305
19479,Gender,82.14474
11847,DegreeBranch,74.705605
9676,CurrentCompanyType,53.53279
2322,DegreeBranch,93.54737
23970,Gender,74.67753
4324,Gender,78.44178
17061,EmpScore,83.016785
19929,CurrentCompanyType,54.714245
23855,HighestDegree,83.58246
11899,CurrentCompanyType,45.86194
12012,Gender,75.39474
8710,CurrentCompanyType,51.578396
11626,CurrentCompanyType,49.91713
17583,Gender,80.644005
7620,DegreeBranch,53.624157
15853,EmpScore,82.42076
23092,DegreeBranch,76.10045
6768,DegreeBranch,75.976524
13185,Gender,78.10054
14150,CurrentCompanyType,52.23573
11321,MartialStatus,77.74079
15837,DegreeBranch,80.93924
18501,DegreeBranch,88.70789
2075,MartialStatus,79.84137
21211,CurrentCompanyType,58.92901
5868,HighestDegree,79.25555
16497,CurrentCompanyType,53.214638
10271,MartialStatus,82.783134
7689,DegreeBranch,80.42297
23810,DegreeBranch,91.53473
23839,CurrentCompanyType,52.925724
9047,DegreeBranch,83.10465
22868,DegreeBranch,92.200615
9901,EmpScore,82.754425
2718,DegreeBranch,91.83557
11625,DegreeBranch,79.93956
19970,Ethinicity,82.09632
9436,DegreeBranch,83.27836
18580,EmpScore,83.30524
18455,Gender,79.74161
18529,HighestDegree,76.700455
3243,YearsOfExperince,80.32728
11507,Ethinicity,81.44376
12893,YearsOfExperince,82.45874
16632,LatestDegreeCGPA,57.12411
16977,Gender,80.13243
5350,DegreeBranch,75.17119
12057,Gender,76.485085
3622,CurrentCompanyType,64.31484
7645,CurrentCompanyType,53.780804
20356,Gender,81.48797
5630,EmpScore,84.00064
8773,Ethinicity,77.25387
13875,YearsOfExperince,81.569695
19950,CurrentCompanyType,49.00334
6366,DegreeBranch,83.51767
20469,CurrentCompanyType,55.892273
15675,YearsOfExperince,88.15594
15242,CurrentCompanyType,54.308846
5748,Gender,81.446724
9402,CurrentCompanyType,55.873238
10272,DegreeBranch,76.72711
11346,CurrentCompanyType,60.598927
19240,DegreeBranch,80.26846
14018,DegreeBranch,57.25303
13747,Gender,84.968185
16274,CurrentCompanyType,55.96364
21372,Gender,82.52814
13794,DegreeBranch,50.78691
7048,Gender,77.48581
22654,LatestDegreeCGPA,52.475796
7474,YearsOfExperince,80.13065
7499,CurrentCompanyType,56.885456
11565,CurrentCompanyType,56.648968
9516,CurrentCompanyType,59.39488
13494,Gender,80.79501
17062,YearsOfExperince,86.2511
8274,CurrentCompanyType,57.470734
23159,EmpScore,87.67687
10027,DegreeBranch,89.80088
18698,CurrentCompanyType,51.32868
7092,Ethinicity,78.321945
2195,EmpScore,87.00481
23116,CurrentCompanyType,77.53605
17713,Ethinicity,79.185265
10137,Gender,80.07095
13010,Gender,84.543434
5036,Gender,78.865265
7173,DegreeBranch,82.76429
17748,EmpScore,82.43907
10218,Ethinicity,82.49499
23584,CurrentCompanyType,82.62
4580,DegreeBranch,77.979454
10840,YearsOfExperince,83.59944
16613,CurrentCompanyType,60.266747
8686,CurrentCompanyType,56.116524
16347,LatestDegreeCGPA,51.486042
17001,MartialStatus,79.56887
16046,DegreeBranch,84.138145
8194,Gender,77.73194
13100,DegreeBranch,82.18763
13596,DegreeBranch,78.94858
13239,CurrentCompanyType,52.522243
17451,CurrentCompanyType,42.00596
9859,DegreeBranch,89.79942
16136,Gender,80.12662
15877,YearsOfExperince,79.36858
16520,YearsOfExperince,85.22399
24257,EmpScore,63.156345
8147,Gender,87.08434
3865,HighestDegree,86.397766
7239,CurrentCompanyType,55.386543
19099,Gender,80.13972
9818,EmpScore,83.916504
17434,Gender,88.454765
19056,DegreeBranch,79.329956
9427,YearsOfExperince,89.223595
5249,DegreeBranch,81.871735
7837,DegreeBranch,84.04219
23421,YearsOfExperince,49.905453
5049,Gender,79.707054
21392,YearsOfExperince,84.32153
3366,DegreeBranch,84.47708
7363,CurrentCompanyType,54.675182
10998,CurrentCompanyType,57.02909
18805,EmpScore,90.62175
3568,DegreeBranch,91.19978
13404,Gender,77.35929
2388,YearsOfExperince,57.558453
20585,CurrentCompanyType,61.664062
